From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
Q9H2I8	Q9H2I8	reviewed	LRMDA_HUMAN	Leucine-rich melanocyte differentiation-associated protein	LRMDA C10orf11 CDA017	Homo sapiens (Human)	198
P50995	P50995	reviewed	ANX11_HUMAN	Annexin A11 (56 kDa autoantigen) (Annexin XI) (Annexin-11) (Calcyclin-associated annexin 50) (CAP-50)	ANXA11 ANX11	Homo sapiens (Human)	505
A6NDA9	A6NDA9	reviewed	LRIT2_HUMAN	Leucine-rich repeat, immunoglobulin-like domain and transmembrane domain-containing protein 2 (Leucine-rich repeat-containing protein 22)	LRIT2 LRRC22	Homo sapiens (Human)	550
Q9P2V4	Q9P2V4	reviewed	LRIT1_HUMAN	Leucine-rich repeat, immunoglobulin-like domain and transmembrane domain-containing protein 1 (Leucine-rich repeat-containing protein 21) (Photoreceptor-associated LRR superfamily protein) (Retina-specific protein PAL)	LRIT1 LRRC21 PAL	Homo sapiens (Human)	623
O76070	O76070	reviewed	SYUG_HUMAN	Gamma-synuclein (Breast cancer-specific gene 1 protein) (Persyn) (Synoretin) (SR)	SNCG BCSG1 PERSYN PRSN	Homo sapiens (Human)	127
Q8TF27	Q8TF27	reviewed	AGA11_HUMAN	Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 11 (AGAP-11) (Centaurin-gamma-like protein KIAA1975)	AGAP11 KIAA1975	Homo sapiens (Human)	550
Q5VYY1	Q5VYY1	reviewed	ANR22_HUMAN	Ankyrin repeat domain-containing protein 22	ANKRD22	Homo sapiens (Human)	191
P25445	P25445	reviewed	TNR6_HUMAN	Tumor necrosis factor receptor superfamily member 6 (Apo-1 antigen) (Apoptosis-mediating surface antigen FAS) (FASLG receptor) (CD antigen CD95)	FAS APT1 FAS1 TNFRSF6	Homo sapiens (Human)	335
A0A8Q3WLK1	A0A8Q3WLK1	unreviewed	A0A8Q3WLK1_HUMAN	Tumor necrosis factor receptor superfamily member 6 (Apo-1 antigen) (Apoptosis-mediating surface antigen FAS) (FASLG receptor)	FAS	Homo sapiens (Human)	250
A0A087WTM9	A0A087WTM9	unreviewed	A0A087WTM9_HUMAN	Fas cell surface death receptor	FAS	Homo sapiens (Human)	244
P09913	P09913	reviewed	IFIT2_HUMAN	Interferon-induced protein with tetratricopeptide repeats 2 (IFIT-2) (ISG-54 K) (Interferon-induced 54 kDa protein) (IFI-54K) (P54)	IFIT2 CIG-42 G10P2 IFI54 ISG54	Homo sapiens (Human)	472
A0A7P0T8B3	A0A7P0T8B3	unreviewed	A0A7P0T8B3_HUMAN	Interferon induced protein with tetratricopeptide repeats 2	IFIT2	Homo sapiens (Human)	471
O14879	O14879	reviewed	IFIT3_HUMAN	Interferon-induced protein with tetratricopeptide repeats 3 (IFIT-3) (CIG49) (ISG-60) (Interferon-induced 60 kDa protein) (IFI-60K) (Interferon-induced protein with tetratricopeptide repeats 4) (IFIT-4) (Retinoic acid-induced gene G protein) (P60) (RIG-G)	IFIT3 CIG-49 IFI60 IFIT4 ISG60	Homo sapiens (Human)	490
A0A7P0T7D6	A0A7P0T7D6	unreviewed	A0A7P0T7D6_HUMAN	Interferon induced protein with tetratricopeptide repeats 3	IFIT3	Homo sapiens (Human)	438
Q5T764	Q5T764	reviewed	IFT1B_HUMAN	Interferon-induced protein with tetratricopeptide repeats 1B (Interferon-induced protein with tetratricopeptide repeats 1-like protein)	IFIT1B IFIT1L	Homo sapiens (Human)	474
P09914	P09914	reviewed	IFIT1_HUMAN	Interferon-induced protein with tetratricopeptide repeats 1 (IFIT-1) (Interferon-induced 56 kDa protein) (IFI-56K) (P56)	IFIT1 G10P1 IFI56 IFNAI1 ISG56	Homo sapiens (Human)	478
Q13325	Q13325	reviewed	IFIT5_HUMAN	Interferon-induced protein with tetratricopeptide repeats 5 (IFIT-5) (Interferon-induced 58 kDa protein) (Retinoic acid- and interferon-inducible 58 kDa protein) (P58)	IFIT5 ISG58 RI58	Homo sapiens (Human)	482
A0A7P0TBP9	A0A7P0TBP9	unreviewed	A0A7P0TBP9_HUMAN	Interferon induced protein with tetratricopeptide repeats 5	IFIT5	Homo sapiens (Human)	376
Q15327	Q15327	reviewed	ANKR1_HUMAN	Ankyrin repeat domain-containing protein 1 (Cardiac ankyrin repeat protein) (Cytokine-inducible gene C-193 protein) (Cytokine-inducible nuclear protein)	ANKRD1 C193 CARP HA1A2	Homo sapiens (Human)	319
A0A384NYH5	A0A384NYH5	unreviewed	A0A384NYH5_HUMAN	Ankyrin repeat domain-containing protein 1	ANKRD1 hCG_1787896	Homo sapiens (Human)	319
Q9H2K2	Q9H2K2	reviewed	TNKS2_HUMAN	Poly [ADP-ribose] polymerase tankyrase-2 (EC 2.4.2.30) (ADP-ribosyltransferase diphtheria toxin-like 6) (ARTD6) (Poly [ADP-ribose] polymerase 5B) (Protein poly-ADP-ribosyltransferase tankyrase-2) (EC 2.4.2.-) (TNKS-2) (TRF1-interacting ankyrin-related ADP-ribose polymerase 2) (Tankyrase II) (Tankyrase-2) (TANK2) (Tankyrase-like protein) (Tankyrase-related protein)	TNKS2 PARP5B TANK2 TNKL	Homo sapiens (Human)	1166
A0AA34QVI1	A0AA34QVI1	unreviewed	A0AA34QVI1_HUMAN	Poly [ADP-ribose] polymerase (PARP) (EC 2.4.2.-)	TNKS2	Homo sapiens (Human)	1179
O14981	O14981	reviewed	BTAF1_HUMAN	TATA-binding protein-associated factor 172 (EC 3.6.4.-) (ATP-dependent helicase BTAF1) (B-TFIID transcription factor-associated 170 kDa subunit) (TAF(II)170) (TBP-associated factor 172) (TAF-172)	BTAF1 TAF172	Homo sapiens (Human)	1849
O95970	O95970	reviewed	LGI1_HUMAN	Leucine-rich glioma-inactivated protein 1 (Epitempin-1)	LGI1 EPT UNQ775/PRO1569	Homo sapiens (Human)	557
A0A0D9SFU4	A0A0D9SFU4	unreviewed	A0A0D9SFU4_HUMAN	Leucine-rich glioma-inactivated protein 1	LGI1	Homo sapiens (Human)	533
O75093	O75093	reviewed	SLIT1_HUMAN	Slit homolog 1 protein (Slit-1) (Multiple epidermal growth factor-like domains protein 4) (Multiple EGF-like domains protein 4)	SLIT1 KIAA0813 MEGF4 SLIL1	Homo sapiens (Human)	1534
Q96T76	Q96T76	reviewed	MMS19_HUMAN	MMS19 nucleotide excision repair protein homolog (hMMS19) (MET18 homolog) (MMS19-like protein)	MMS19 MMS19L	Homo sapiens (Human)	1030
Q9GZV1	Q9GZV1	reviewed	ANKR2_HUMAN	Ankyrin repeat domain-containing protein 2 (Skeletal muscle ankyrin repeat protein) (hArpp)	ANKRD2 ARPP	Homo sapiens (Human)	360
A0A0A0MRN9	A0A0A0MRN9	unreviewed	A0A0A0MRN9_HUMAN	Ankyrin repeat domain 2	ANKRD2	Homo sapiens (Human)	333
Q8NDC4	Q8NDC4	reviewed	MORN4_HUMAN	MORN repeat-containing protein 4 (Protein 44050) (Retinophilin)	MORN4 C10orf83	Homo sapiens (Human)	146
Q9NQ79	Q9NQ79	reviewed	CRAC1_HUMAN	Cartilage acidic protein 1 (68 kDa chondrocyte-expressed protein) (CEP-68) (ASPIC)	CRTAC1 ASPIC1 CEP68	Homo sapiens (Human)	661
Q92902	Q92902	reviewed	HPS1_HUMAN	BLOC-3 complex member HPS1 (Hermansky-Pudlak syndrome 1 protein)	HPS1 HPS	Homo sapiens (Human)	700
Q96A46	Q96A46	reviewed	MFRN2_HUMAN	Mitoferrin-2 (Mitochondrial RNA-splicing protein 3/4 homolog) (MRS3/4) (hMRS3/4) (Mitochondrial iron transporter 2) (Solute carrier family 25 member 28)	SLC25A28 MFRN2 NPD016	Homo sapiens (Human)	364
A0A8V8TQS6	A0A8V8TQS6	unreviewed	A0A8V8TQS6_HUMAN	Solute carrier family 25 member 28	SLC25A28	Homo sapiens (Human)	290
X6RFA8	X6RFA8	unreviewed	X6RFA8_HUMAN	Solute carrier family 25 member 28	SLC25A28	Homo sapiens (Human)	225
A0A8V8TR30	A0A8V8TR30	unreviewed	A0A8V8TR30_HUMAN	Solute carrier family 25 member 28 (Solute carrier family 25, member 28, isoform CRA_a)	SLC25A28 hCG_18405	Homo sapiens (Human)	265
Q9NQW1	Q9NQW1	reviewed	SC31B_HUMAN	Protein transport protein Sec31B (SEC31-like protein 2) (SEC31-related protein B) (SEC31B-1)	SEC31B SEC31L2	Homo sapiens (Human)	1179
A8K1R0	A8K1R0	unreviewed	A8K1R0_HUMAN	cDNA FLJ77024, highly similar to Homo sapiens SEC31-like 2 (S. cerevisiae) (SEC31L2), transcript variant 2, mRNA		Homo sapiens (Human)	349
Q9Y297	Q9Y297	reviewed	FBW1A_HUMAN	F-box/WD repeat-containing protein 1A (E3RSIkappaB) (Epididymis tissue protein Li 2a) (F-box and WD repeats protein beta-TrCP) (pIkappaBalpha-E3 receptor subunit)	BTRC BTRCP FBW1A FBXW1A	Homo sapiens (Human)	605
A0A0S2Z4P6	A0A0S2Z4P6	unreviewed	A0A0S2Z4P6_HUMAN	Beta-transducin repeat containing isoform 1	BTRC	Homo sapiens (Human)	605
P57775	P57775	reviewed	FBXW4_HUMAN	F-box/WD repeat-containing protein 4 (Dactylin) (F-box and WD-40 domain-containing protein 4)	FBXW4 FBW4 SHFM3	Homo sapiens (Human)	412
A0A384P5X9	A0A384P5X9	unreviewed	A0A384P5X9_HUMAN	Epididymis secretory sperm binding protein		Homo sapiens (Human)	412
Q14978	Q14978	reviewed	NOLC1_HUMAN	Nucleolar and coiled-body phosphoprotein 1 (140 kDa nucleolar phosphoprotein) (Nopp140) (Hepatitis C virus NS5A-transactivated protein 13) (HCV NS5A-transactivated protein 13) (Nucleolar 130 kDa protein) (Nucleolar phosphoprotein p130)	NOLC1 KIAA0035 NS5ATP13	Homo sapiens (Human)	699
Q00653	Q00653	reviewed	NFKB2_HUMAN	Nuclear factor NF-kappa-B p100 subunit (DNA-binding factor KBF2) (H2TF1) (Lymphocyte translocation chromosome 10 protein) (Nuclear factor of kappa light polypeptide gene enhancer in B-cells 2) (Oncogene Lyt-10) (Lyt10) [Cleaved into: Nuclear factor NF-kappa-B p52 subunit]	NFKB2 LYT10	Homo sapiens (Human)	900
A0A1P8C958	A0A1P8C958	unreviewed	A0A1P8C958_HUMAN	Nuclear factor NF-kappa-B p100 subunit	NFKB2	Homo sapiens (Human)	854
Q9H469	Q9H469	reviewed	FXL15_HUMAN	F-box/LRR-repeat protein 15 (F-box only protein 37)	FBXL15 FBXO37	Homo sapiens (Human)	300
Q15542	Q15542	reviewed	TAF5_HUMAN	Transcription initiation factor TFIID subunit 5 (Transcription initiation factor TFIID 100 kDa subunit) (TAF(II)100) (TAFII-100) (TAFII100)	TAF5 TAF2D	Homo sapiens (Human)	800
Q14690	Q14690	reviewed	RRP5_HUMAN	Protein RRP5 homolog (NF-kappa-B-binding protein) (NFBP) (Programmed cell death protein 11)	PDCD11 KIAA0185	Homo sapiens (Human)	1871
Q8NDM7	Q8NDM7	reviewed	CFA43_HUMAN	Cilia- and flagella-associated protein 43 (WD repeat-containing protein 96)	CFAP43 C10orf79 WDR96	Homo sapiens (Human)	1665
Q9UPU3	Q9UPU3	reviewed	SORC3_HUMAN	VPS10 domain-containing receptor SorCS3	SORCS3 KIAA1059	Homo sapiens (Human)	1222
Q8WY21	Q8WY21	reviewed	SORC1_HUMAN	VPS10 domain-containing receptor SorCS1 (hSorCS)	SORCS1 SORCS	Homo sapiens (Human)	1168
Q9UQ13	Q9UQ13	reviewed	SHOC2_HUMAN	Leucine-rich repeat protein SHOC-2 (Protein soc-2 homolog) (Protein sur-8 homolog)	SHOC2 KIAA0862	Homo sapiens (Human)	582
Q86VF7	Q86VF7	reviewed	NRAP_HUMAN	Nebulin-related-anchoring protein (N-RAP)	NRAP	Homo sapiens (Human)	1730
Q8NBF2	Q8NBF2	reviewed	NHLC2_HUMAN	NHL repeat-containing protein 2	NHLRC2	Homo sapiens (Human)	726
Q7Z658	Q7Z658	unreviewed	Q7Z658_HUMAN	Uncharacterized protein DKFZp779F115	DKFZp779F115	Homo sapiens (Human)	252
Q5VV63	Q5VV63	reviewed	ATRN1_HUMAN	Attractin-like protein 1	ATRNL1 KIAA0534	Homo sapiens (Human)	1379
P56159	P56159	reviewed	GFRA1_HUMAN	GDNF family receptor alpha-1 (GDNF receptor alpha-1) (GDNFR-alpha-1) (GFR-alpha-1) (RET ligand 1) (TGF-beta-related neurotrophic factor receptor 1)	GFRA1 GDNFRA RETL1 TRNR1	Homo sapiens (Human)	465
Q14152	Q14152	reviewed	EIF3A_HUMAN	Eukaryotic translation initiation factor 3 subunit A (eIF3a) (Eukaryotic translation initiation factor 3 subunit 10) (eIF-3-theta) (eIF3 p167) (eIF3 p180) (eIF3 p185)	EIF3A EIF3S10 KIAA0139	Homo sapiens (Human)	1382
Q9BZH6	Q9BZH6	reviewed	WDR11_HUMAN	WD repeat-containing protein 11 (Bromodomain and WD repeat-containing protein 2) (WD repeat-containing protein 15)	WDR11 BRWD2 KIAA1351 WDR15	Homo sapiens (Human)	1224
O43684	O43684	reviewed	BUB3_HUMAN	Mitotic checkpoint protein BUB3	BUB3	Homo sapiens (Human)	328
A0A140VJF3	A0A140VJF3	unreviewed	A0A140VJF3_HUMAN	Testicular tissue protein Li 27		Homo sapiens (Human)	326
Q9UGI0	Q9UGI0	reviewed	ZRAN1_HUMAN	Ubiquitin thioesterase ZRANB1 (EC 3.4.19.12) (TRAF-binding domain-containing protein) (hTrabid) (Zinc finger Ran-binding domain-containing protein 1)	ZRANB1 TRABID	Homo sapiens (Human)	708
Q3B7T1	Q3B7T1	reviewed	EDRF1_HUMAN	Erythroid differentiation-related factor 1	EDRF1 C10orf137	Homo sapiens (Human)	1238
Q8N119	Q8N119	reviewed	MMP21_HUMAN	Matrix metalloproteinase-21 (MMP-21) (EC 3.4.24.-)	MMP21	Homo sapiens (Human)	569
A0A494C1J6	A0A494C1J6	unreviewed	A0A494C1J6_HUMAN	Matrix metallopeptidase 21	MMP21	Homo sapiens (Human)	244
A0A494C1E5	A0A494C1E5	unreviewed	A0A494C1E5_HUMAN	Matrix metallopeptidase 21	MMP21	Homo sapiens (Human)	94
Q8TC84	Q8TC84	reviewed	FANK1_HUMAN	Fibronectin type 3 and ankyrin repeat domains protein 1	FANK1 HSD13 UNQ6504/PRO21382	Homo sapiens (Human)	345
H7C3M3	H7C3M3	unreviewed	H7C3M3_HUMAN	Fibronectin type III and ankyrin repeat domains 1	FANK1	Homo sapiens (Human)	199
A6NP17	A6NP17	unreviewed	A6NP17_HUMAN	Fibronectin type III and ankyrin repeat domains 1	FANK1	Homo sapiens (Human)	282
P46013	P46013	reviewed	KI67_HUMAN	Proliferation marker protein Ki-67 (Antigen identified by monoclonal antibody Ki-67) (Antigen KI-67) (Antigen Ki67)	MKI67	Homo sapiens (Human)	3256
Q66LE6	Q66LE6	reviewed	2ABD_HUMAN	Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B delta isoform (PP2A subunit B isoform B55-delta) (PP2A subunit B isoform PR55-delta) (PP2A subunit B isoform R2-delta) (PP2A subunit B isoform delta)	PPP2R2D KIAA1541	Homo sapiens (Human)	453
Q9C0I9	Q9C0I9	reviewed	LRC27_HUMAN	Leucine-rich repeat-containing protein 27	LRRC27 KIAA1674	Homo sapiens (Human)	530
Q8IYW2	Q8IYW2	reviewed	CFA46_HUMAN	Cilia- and flagella-associated protein 46 (Tetratricopeptide repeat protein 40)	CFAP46 C10orf123 C10orf124 C10orf92 C10orf93 TTC40	Homo sapiens (Human)	2715
Q96PU9	Q96PU9	reviewed	CMA1A_HUMAN	Ciliary microtubule associated protein 1A (Outer dense fiber of sperm tails protein 3) (Outer dense fiber protein 3) (Sperm tail protein SHIPPO 1) (Transcript induced in spermiogenesis protein 50)	CIMAP1A ODF3 SHIPPO1 TISP50	Homo sapiens (Human)	254
P59044	P59044	reviewed	NLRP6_HUMAN	NACHT, LRR and PYD domains-containing protein 6 (Angiotensin II/vasopressin receptor) (PYRIN-containing APAF1-like protein 5)	NLRP6 NALP6 PYPAF5	Homo sapiens (Human)	892
Q9Y446	Q9Y446	reviewed	PKP3_HUMAN	Plakophilin-3	PKP3	Homo sapiens (Human)	797
E9PK71	E9PK71	unreviewed	E9PK71_HUMAN	Plakophilin 3	PKP3	Homo sapiens (Human)	739
P13489	P13489	reviewed	RINI_HUMAN	Ribonuclease inhibitor (Placental ribonuclease inhibitor) (Placental RNase inhibitor) (Ribonuclease/angiogenin inhibitor 1) (RAI)	RNH1 PRI RNH	Homo sapiens (Human)	461
Q8IYG6	Q8IYG6	reviewed	LRC56_HUMAN	Leucine-rich repeat-containing protein 56	LRRC56	Homo sapiens (Human)	542
Q9HBB8	Q9HBB8	reviewed	CDHR5_HUMAN	Cadherin-related family member 5 (Mu-protocadherin) (Mucin and cadherin-like protein) (Mucin-like protocadherin) (MLPCDH)	CDHR5 MUCDHL MUPCDH UNQ2781/PRO7168	Homo sapiens (Human)	845
P21917	P21917	reviewed	DRD4_HUMAN	D(4) dopamine receptor (D(2C) dopamine receptor) (Dopamine D4 receptor)	DRD4	Homo sapiens (Human)	419
Q9H936	Q9H936	reviewed	GHC1_HUMAN	Mitochondrial glutamate carrier 1 (GC-1) (Glutamate/H(+) symporter 1) (Solute carrier family 25 member 22)	SLC25A22 GC1	Homo sapiens (Human)	323
E9PJH7	E9PJH7	unreviewed	E9PJH7_HUMAN	Mitochondrial glutamate carrier 1 (Glutamate/H(+) symporter 1) (Solute carrier family 25 member 22)	SLC25A22	Homo sapiens (Human)	313
A0A0D9SFE1	A0A0D9SFE1	unreviewed	A0A0D9SFE1_HUMAN	Mitochondrial glutamate carrier 1 (Glutamate/H(+) symporter 1) (Solute carrier family 25 member 22)	SLC25A22	Homo sapiens (Human)	247
E9PS95	E9PS95	unreviewed	E9PS95_HUMAN	Mitochondrial glutamate carrier 1 (Glutamate/H(+) symporter 1) (Solute carrier family 25 member 22)	SLC25A22	Homo sapiens (Human)	196
A0A0D9SEI9	A0A0D9SEI9	unreviewed	A0A0D9SEI9_HUMAN	Mitochondrial glutamate carrier 1 (Glutamate/H(+) symporter 1) (Solute carrier family 25 member 22)	SLC25A22	Homo sapiens (Human)	197
K4DIA8	K4DIA8	unreviewed	K4DIA8_HUMAN	Mitochondrial glutamate carrier 1 (Glutamate/H(+) symporter 1) (Solute carrier family 25 member 22)	SLC25A22	Homo sapiens (Human)	190
K4DIB3	K4DIB3	unreviewed	K4DIB3_HUMAN	Mitochondrial glutamate carrier 1 (Glutamate/H(+) symporter 1) (Solute carrier family 25 member 22)	SLC25A22	Homo sapiens (Human)	161
A0A0A6YYN8	A0A0A6YYN8	unreviewed	A0A0A6YYN8_HUMAN	Solute carrier family 25 member 22	SLC25A22	Homo sapiens (Human)	78
E9PJY0	E9PJY0	unreviewed	E9PJY0_HUMAN	Solute carrier family 25 member 22	SLC25A22	Homo sapiens (Human)	72
K4DIB4	K4DIB4	unreviewed	K4DIB4_HUMAN	Solute carrier family 25 member 22	SLC25A22	Homo sapiens (Human)	65
Q9HB75	Q9HB75	reviewed	PIDD1_HUMAN	p53-induced death domain-containing protein 1 (EC 3.4.21.-) (Leucine-rich repeat and death domain-containing protein) [Cleaved into: PIDD-N; PIDD-C; PIDD-CC]	PIDD1 LRDD PIDD	Homo sapiens (Human)	910
Q6W4X9	Q6W4X9	reviewed	MUC6_HUMAN	Mucin-6 (MUC-6) (Gastric mucin-6)	MUC6	Homo sapiens (Human)	2439
Q02817	Q02817	reviewed	MUC2_HUMAN	Mucin-2 (MUC-2) (Intestinal mucin-2)	MUC2 SMUC	Homo sapiens (Human)	5289
P98088	P98088	reviewed	MUC5A_HUMAN	Mucin-5AC (MUC-5AC) (Gastric mucin) (Major airway glycoprotein) (Mucin-5 subtype AC, tracheobronchial) (Tracheobronchial mucin) (TBM)	MUC5AC MUC5	Homo sapiens (Human)	5654
Q9HC84	Q9HC84	reviewed	MUC5B_HUMAN	Mucin-5B (MUC-5B) (Cervical mucin) (High molecular weight salivary mucin MG1) (Mucin-5 subtype B, tracheobronchial) (Sublingual gland mucin)	MUC5B MUC5	Homo sapiens (Human)	5762
Q6L8H4	Q6L8H4	reviewed	KRA51_HUMAN	Keratin-associated protein 5-1 (Keratin, cuticle, ultrahigh sulphur 1-like) (Keratin-associated protein 5.1) (Ultrahigh sulfur keratin-associated protein 5.1)	KRTAP5-1 KAP5.1 KRN1L KRTAP5.1	Homo sapiens (Human)	278
Q701N4	Q701N4	reviewed	KRA52_HUMAN	Keratin-associated protein 5-2 (Keratin-associated protein 5-8) (Keratin-associated protein 5.2) (Keratin-associated protein 5.8) (Ultrahigh sulfur keratin-associated protein 5.2)	KRTAP5-2 KAP5-8 KAP5.2 KRTAP5-8 KRTAP5.2 KRTAP5.8	Homo sapiens (Human)	177
Q6L8H2	Q6L8H2	reviewed	KRA53_HUMAN	Keratin-associated protein 5-3 (Keratin-associated protein 5-9) (Keratin-associated protein 5.3) (Keratin-associated protein 5.9) (UHS KerB-like) (Ultrahigh sulfur keratin-associated protein 5.3)	KRTAP5-3 KAP5-9 KAP5.3 KRTAP5-9 KRTAP5.3 KRTAP5.9	Homo sapiens (Human)	238
Q701N2	Q701N2	reviewed	KRA55_HUMAN	Keratin-associated protein 5-5 (Keratin-associated protein 5-11) (Keratin-associated protein 5.11) (Keratin-associated protein 5.5) (Ultrahigh sulfur keratin-associated protein 5.5)	KRTAP5-5 KAP5-11 KAP5.5 KRTAP5-11 KRTAP5.11 KRTAP5.5	Homo sapiens (Human)	237
Q6L8G9	Q6L8G9	reviewed	KRA56_HUMAN	Keratin-associated protein 5-6 (Keratin-associated protein 5.6) (Ultrahigh sulfur keratin-associated protein 5.6)	KRTAP5-6 KAP5.6 KRTAP5.6	Homo sapiens (Human)	129
P49918	P49918	reviewed	CDN1C_HUMAN	Cyclin-dependent kinase inhibitor 1C (Cyclin-dependent kinase inhibitor p57) (p57Kip2)	CDKN1C KIP2	Homo sapiens (Human)	316
P02790	P02790	reviewed	HEMO_HUMAN	Hemopexin (Beta-1B-glycoprotein)	HPX	Homo sapiens (Human)	462
Q9BS19	Q9BS19	unreviewed	Q9BS19_HUMAN	Epididymis secretory sperm binding protein (HPX protein)		Homo sapiens (Human)	254
B7Z8Q4	B7Z8Q4	unreviewed	B7Z8Q4_HUMAN	cDNA FLJ56652, highly similar to Hemopexin		Homo sapiens (Human)	142
O75382	O75382	reviewed	TRIM3_HUMAN	Tripartite motif-containing protein 3 (EC 2.3.2.27) (Brain-expressed RING finger protein) (RING finger protein 22) (RING finger protein 97)	TRIM3 BERP RNF22 RNF97	Homo sapiens (Human)	744
B3KV53	B3KV53	unreviewed	B3KV53_HUMAN	cDNA FLJ16135 fis, clone BRACE2045445, highly similar to Tripartite motif-containing protein 3		Homo sapiens (Human)	169
B7Z5Y8	B7Z5Y8	unreviewed	B7Z5Y8_HUMAN	RING-type E3 ubiquitin transferase (EC 2.3.2.27)		Homo sapiens (Human)	741
Q6ZTE7	Q6ZTE7	unreviewed	Q6ZTE7_HUMAN	RING-type E3 ubiquitin transferase (EC 2.3.2.27)		Homo sapiens (Human)	566
Q13418	Q13418	reviewed	ILK_HUMAN	Scaffold protein ILK (ILK-1) (ILK-2) (Inactive integrin-linked kinase) (p59ILK)	ILK ILK1 ILK2	Homo sapiens (Human)	452
A0A087WWY6	A0A087WWY6	unreviewed	A0A087WWY6_HUMAN	Integrin linked kinase	ILK	Homo sapiens (Human)	111
A0A0A0MTH3	A0A0A0MTH3	unreviewed	A0A0A0MTH3_HUMAN	Scaffold protein ILK (ILK-1) (ILK-2) (Inactive integrin-linked kinase) (p59ILK)	ILK	Homo sapiens (Human)	483
Q86W24	Q86W24	reviewed	NAL14_HUMAN	NACHT, LRR and PYD domains-containing protein 14 (Nucleotide-binding oligomerization domain protein 5)	NLRP14 NALP14 NOD5	Homo sapiens (Human)	1093
Q6PD62	Q6PD62	reviewed	CTR9_HUMAN	RNA polymerase-associated protein CTR9 homolog (SH2 domain-binding protein 1)	CTR9 KIAA0155 SH2BP1	Homo sapiens (Human)	1173
A8K6X9	A8K6X9	unreviewed	A8K6X9_HUMAN	cDNA FLJ76427, highly similar to Homo sapiens SH2 domain binding protein 1 (tetratricopeptide repeat containing) (SH2BP1), mRNA		Homo sapiens (Human)	1173
P53618	P53618	reviewed	COPB_HUMAN	Coatomer subunit beta (Beta-coat protein) (Beta-COP)	COPB1 COPB MSTP026	Homo sapiens (Human)	953
A8K8C1	A8K8C1	unreviewed	A8K8C1_HUMAN	cDNA FLJ76058, highly similar to Homo sapiens deafness locus associated putative guanine nucleotide exchange factor (DELGEF), mRNA		Homo sapiens (Human)	458
Q9UGK8	Q9UGK8	reviewed	SRGEF_HUMAN	Secretion-regulating guanine nucleotide exchange factor (Deafness locus-associated putative guanine nucleotide exchange factor) (DelGEF) (Guanine nucleotide exchange factor-related protein)	SERGEF DELGEF GNEFR	Homo sapiens (Human)	458
H0YE53	H0YE53	unreviewed	H0YE53_HUMAN	Secretion regulating guanine nucleotide exchange factor	SERGEF	Homo sapiens (Human)	144
B4DFC0	B4DFC0	unreviewed	B4DFC0_HUMAN	Secretion regulating guanine nucleotide exchange factor (cDNA FLJ59192, highly similar to Secretion-regulating guanine nucleotide exchange factor)	SERGEF	Homo sapiens (Human)	174
E9PR50	E9PR50	unreviewed	E9PR50_HUMAN	Secretion regulating guanine nucleotide exchange factor	SERGEF	Homo sapiens (Human)	164
H0YEV5	H0YEV5	unreviewed	H0YEV5_HUMAN	Secretion regulating guanine nucleotide exchange factor	SERGEF	Homo sapiens (Human)	105
E9PL52	E9PL52	unreviewed	E9PL52_HUMAN	Secretion regulating guanine nucleotide exchange factor	SERGEF	Homo sapiens (Human)	58
Q8IUH4	Q8IUH4	reviewed	ZDH13_HUMAN	Palmitoyltransferase ZDHHC13 (EC 2.3.1.225) (Huntingtin-interacting protein 14-related protein) (HIP14-related protein) (Huntingtin-interacting protein HIP3RP) (Putative MAPK-activating protein PM03) (Putative NF-kappa-B-activating protein 209) (Zinc finger DHHC domain-containing protein 13) (DHHC-13)	ZDHHC13 HIP14L HIP3RP	Homo sapiens (Human)	622
A8K5N3	A8K5N3	unreviewed	A8K5N3_HUMAN	Palmitoyltransferase (EC 2.3.1.225)		Homo sapiens (Human)	622
Q9BXB1	Q9BXB1	reviewed	LGR4_HUMAN	Leucine-rich repeat-containing G-protein coupled receptor 4 (G-protein coupled receptor 48)	LGR4 GPR48	Homo sapiens (Human)	951
Q12996	Q12996	reviewed	CSTF3_HUMAN	Cleavage stimulation factor subunit 3 (CF-1 77 kDa subunit) (Cleavage stimulation factor 77 kDa subunit) (CSTF 77 kDa subunit) (CstF-77)	CSTF3	Homo sapiens (Human)	717
Q8N961	Q8N961	reviewed	ABTB2_HUMAN	Ankyrin repeat and BTB/POZ domain-containing protein 2	ABTB2	Homo sapiens (Human)	1025
Q9HCJ2	Q9HCJ2	reviewed	LRC4C_HUMAN	Leucine-rich repeat-containing protein 4C (Netrin-G1 ligand) (NGL-1)	LRRC4C KIAA1580 NGL1 UNQ292/PRO331	Homo sapiens (Human)	640
Q96AE7	Q96AE7	reviewed	TTC17_HUMAN	Tetratricopeptide repeat protein 17 (TPR repeat protein 17)	TTC17	Homo sapiens (Human)	1141
A0A994J3X0	A0A994J3X0	unreviewed	A0A994J3X0_HUMAN	Tetratricopeptide repeat domain 17	TTC17	Homo sapiens (Human)	1198
Q13574	Q13574	reviewed	DGKZ_HUMAN	Diacylglycerol kinase zeta (DAG kinase zeta) (EC 2.7.1.107) (EC 2.7.1.93) (Diglyceride kinase zeta) (DGK-zeta)	DGKZ DAGK6	Homo sapiens (Human)	928
